5.799999952316284,-1,0
14.899999856948853,-2,3
11,-1,2
20,-2,2
18,-1,1
16.90000009536743,-1,2
17.299999952316284,-2,2
9,-1,1
23.799999952316284,-3,3
10.900000095367432,-1,2
20,-2,3
19.09999990463257,-2,3
14,-2,2
17.90000009536743,-3,3
15,-2,3
19.09999990463257,-2,3
15,-2,2
14.900000095367432,-2,3
20.09999990463257,-3,2
14.900000095367432,-2,3
12.099999904632568,-2,3
21.90000009536743,-3,3
18.09999990463257,-3,4
15.100000143051147,-4,3
15.899999856948853,-4,4
17,-4,4
17,-5,4
15.900000095367432,-4,4
19.09999990463257,-4,4
15.900000095367432,-4,5
12.099999904632568,-3,3
21,-3,4
13,-2,2
14.900000095367432,-2,2
18.09999990463257,-1,2
17.90000009536743,-1,1
15.200000047683716,0,1
28,0,1
6.8999998569488525,-1,0
20.100000143051147,0,1
33,0,1
5,-1,0
13.299999952316284,0,1
20.799999952316284,-1,0
8.799999952316284,0,1
20.200000047683716,0,1
9.799999952316284,-1,0
18,0,2
18,-1,1
15,0,1
14,-1,1
14,-1,1
43.10000014305115,0,1
