10.399999856948853,-4,3
19.300000190734863,-8,7
14.699999809265137,-6,5
18.100000143051147,-8,6
16.200000047683716,-9,5
15.799999952316284,-10,5
17.899999856948853,-7,5
10,-2,2
16,-3,2
20,-3,3
17,-3,3
19,-5,5
15.100000143051147,-3,4
16,-3,5
18.899999856948853,-4,8
15,-5,8
17.100000143051147,-5,10
17.899999856948853,-3,8
14,-1,7
19,-2,8
17.100000143051147,-1,6
15.899999856948853,-1,5
16,-1,5
16.100000143051147,0,3
18.09999990463257,0,3
9.900000095367432,0,1
13.099999904632568,0,1
11.900000095367432,0,1
150.20000004768372,0,-1
10.799999952316284,0,-1
17,2,-2
15,1,-2
12,1,-1
21.899999856948853,1,-1
20.100000143051147,1,-3
16,1,-2
16,1,-2
17.09999990463257,0,-1
11.900000095367432,1,0
