13.5,-10,6
14.200000000011642,-10,6
19.199999999953434,-19,12
13.200000000011642,-18,12
20.20000000001164,-29,23
14.099999999976717,-16,16
19.70000000001164,-27,20
13.100000000034925,-13,8
19.899999999965075,-13,7
13.400000000023283,-5,3
19.899999999965075,-6,4
13.200000000011642,-4,2
20,-6,3
13.299999999988358,-3,1
20.5,-4,0
13.400000000023283,-2,1
19.79999999998836,-4,0
13.299999999988358,-1,0
20.20000000001164,-2,-2
13.600000000034925,-1,-1
19.899999999965075,-1,-3
13.299999999988358,0,-1
19.900000000023283,0,-1
13.400000000023283,0,-1
19.5,-1,-1
13.799999999988358,0,-1
20,0,0
14.799999999988358,-1,0
5.7000000000116415,0,0
