11.100000001490116,-7,4
18.5,-9,6
16.399999998509884,-8,7
16,-9,6
15.199999995529652,-6,4
16.900000005960464,-8,6
14.899999998509884,-7,4
19.100000001490116,-8,4
15,-7,4
17,-6,4
16.899999998509884,-7,4
17.100000001490116,-6,4
17,-7,5
17.19999999552965,-8,4
19,-9,6
13.800000004470348,-6,4
15.899999998509884,-7,5
18.100000001490116,-6,4
15.099999994039536,-4,3
16,-4,3
17,-4,3
16.30000000447035,-3,2
15.600000001490116,-4,2
19.899999998509884,-4,3
11.100000001490116,-2,2
20,-3,3
17,-4,2
14.099999994039536,-2,2
15.900000005960464,-3,1
11,-1,1
25.299999997019768,-1,0
16.899999998509884,0,1
16,-1,0
