3.6000001430511475,-2,1
16,-8,4
17,-6,5
15,-6,4
16.899999856948853,-6,4
19.100000143051147,-7,5
15.899999856948853,-8,4
17.40000009536743,-9,5
15.799999952316284,-9,5
15.700000047683716,-9,5
17.09999990463257,-8,6
17,-8,4
17.100000143051147,-7,4
15.899999856948853,-5,4
16.100000143051147,-4,3
17,-5,3
16.899999856948853,-5,3
15,-5,2
19,-4,3
16,-3,3
14.200000047683716,-2,2
15.900000095367432,-4,3
18.899999856948853,-5,4
17.100000143051147,-6,5
17.899999856948853,-5,6
16.299999952316284,-5,5
16.700000047683716,-3,4
17.100000143051147,-4,3
15,-2,2
5.8999998569488525,-1,1
22.100000143051147,-1,2
19,-1,0
