15.800000004470348,0,0
16.399999998509884,-8,7
13.799999997019768,-7,6
20,-7,7
10.899999998509884,-3,4
20.100000001490116,-4,4
17.600000001490116,-2,3
17.600000001490116,-3,2
16.399999998509884,-3,4
16,-4,4
16.700000002980232,-5,5
12.699999995529652,-4,4
17,-5,5
13.200000002980232,-4,4
24.100000001490116,-7,7
17.19999999552965,-4,5
12,-2,4
22.100000001490116,-5,8
14.600000001490116,-3,5
18.600000001490116,-3,5
12.399999998509884,-1,2
20.100000001490116,-1,3
13.599999994039536,0,1
17.5,-2,1
10.800000004470348,-1,2
25,-2,2
14.5,-1,0
16.399999998509884,0,2
13.100000001490116,-1,1
23.19999999552965,-1,3
8,-1,1
12.800000004470348,-1,1
